Deck A,Deck B,Different,Same,Jaccard,,
Maverick,Pikula,107.6666667,21.16666667,0.164294955,"{""source"": ""Maverick"", ""target"": ""Pikula"", ""value"":0.16429495472093905},","{""source"": ""Maverick"", ""target"": ""Pikula"", ""value"":0.026992832146755415},"
Maverick,Reanimator,145.5,2.333333333,0.01578354,"{""source"": ""Maverick"", ""target"": ""Reanimator"", ""value"":0.015783540020649012},","{""source"": ""Maverick"", ""target"": ""Reanimator"", ""value"":0.000249120135583429},"
Maverick,Slivers,142.6666667,3.666666666,0.025056948,"{""source"": ""Maverick"", ""target"": ""Slivers"", ""value"":0.02505694760421542},","{""source"": ""Maverick"", ""target"": ""Slivers"", ""value"":0.0006278506232403969},"
Maverick,Stoneblade,116.4,16.8,0.126126126,"{""source"": ""Maverick"", ""target"": ""Stoneblade"", ""value"":0.12612612612145932},","{""source"": ""Maverick"", ""target"": ""Stoneblade"", ""value"":0.015907799690406264},"
Maverick,UR Delver,138.5333333,5.733333333,0.03974122,"{""source"": ""Maverick"", ""target"": ""UR Delver"", ""value"":0.039741219961730925},","{""source"": ""Maverick"", ""target"": ""UR Delver"", ""value"":0.0015793645640466807},"
Maverick,UWx Control,130.0625,9.999999999,0.071396698,"{""source"": ""Maverick"", ""target"": ""UWx Control"", ""value"":0.07139669789711157},","{""source"": ""Maverick"", ""target"": ""UWx Control"", ""value"":0.005097488470611416},"
Maverick,Zombie Bombardment,147.3333333,1.333333333,0.00896861,"{""source"": ""Maverick"", ""target"": ""Zombie Bombardment"", ""value"":0.008968609863449897},","{""source"": ""Maverick"", ""target"": ""Zombie Bombardment"", ""value"":8.043596288277079e-05},"
Merfolk,MUD,131,9.5,0.067615658,"{""source"": ""Merfolk"", ""target"": ""MUD"", ""value"":0.06761565836298933},","{""source"": ""Merfolk"", ""target"": ""MUD"", ""value"":0.004571877255860488},"
Merfolk,Nic Fit,144.6666667,2.666666667,0.018099548,"{""source"": ""Merfolk"", ""target"": ""Nic Fit"", ""value"":0.01809954751422984},","{""source"": ""Merfolk"", ""target"": ""Nic Fit"", ""value"":0.0003275936202198636},"
Merfolk,Painter,124,13,0.094890511,"{""source"": ""Merfolk"", ""target"": ""Painter"", ""value"":0.0948905109489051},","{""source"": ""Merfolk"", ""target"": ""Painter"", ""value"":0.00900420906814428},"
Merfolk,Pikula,142,4,0.02739726,"{""source"": ""Merfolk"", ""target"": ""Pikula"", ""value"":0.0273972602739726},","{""source"": ""Merfolk"", ""target"": ""Pikula"", ""value"":0.0007506098705197973},"
Merfolk,Slivers,112,19,0.145038168,"{""source"": ""Merfolk"", ""target"": ""Slivers"", ""value"":0.1450381679389313},","{""source"": ""Merfolk"", ""target"": ""Slivers"", ""value"":0.021036070159081637},"
Merfolk,Sneak & Show,129.1538462,10.46153846,0.074931129,"{""source"": ""Merfolk"", ""target"": ""Sneak & Show"", ""value"":0.07493112947848607},","{""source"": ""Merfolk"", ""target"": ""Sneak & Show"", ""value"":0.005614674164921644},"
Merfolk,Stoneblade,109,20.5,0.158301158,"{""source"": ""Merfolk"", ""target"": ""Stoneblade"", ""value"":0.15830115830115837},","{""source"": ""Merfolk"", ""target"": ""Stoneblade"", ""value"":0.0250592567194884},"
Merfolk,Storm,138.6666667,5.666666667,0.03926097,"{""source"": ""Merfolk"", ""target"": ""Storm"", ""value"":0.039260969980121484},","{""source"": ""Merfolk"", ""target"": ""Storm"", ""value"":0.0015414237637800003},"
Merfolk,UR Delver,120.8,14.6,0.107828656,"{""source"": ""Merfolk"", ""target"": ""UR Delver"", ""value"":0.1078286558345642},","{""source"": ""Merfolk"", ""target"": ""UR Delver"", ""value"":0.011627019019088898},"
Merfolk,UWx Control,117.8125,16.125,0.120391974,"{""source"": ""Merfolk"", ""target"": ""UWx Control"", ""value"":0.12039197386840877},","{""source"": ""Merfolk"", ""target"": ""UWx Control"", ""value"":0.014494227371931621},"
Merfolk,Zombie Bombardment,147,1.5,0.01010101,"{""source"": ""Merfolk"", ""target"": ""Zombie Bombardment"", ""value"":0.010101010101010102},","{""source"": ""Merfolk"", ""target"": ""Zombie Bombardment"", ""value"":0.0001020304050607081},"
MUD,Nic Fit,140.6666667,4.666666666,0.032110092,"{""source"": ""MUD"", ""target"": ""Nic Fit"", ""value"":0.032110091739489525},","{""source"": ""MUD"", ""target"": ""Nic Fit"", ""value"":0.0010310579915184335},"
MUD,Painter,117,16.5,0.123595506,"{""source"": ""MUD"", ""target"": ""Painter"", ""value"":0.12359550561797752},","{""source"": ""MUD"", ""target"": ""Painter"", ""value"":0.015275849008963513},"
MUD,Pikula,143,3.5,0.023890785,"{""source"": ""MUD"", ""target"": ""Pikula"", ""value"":0.023890784982935155},","{""source"": ""MUD"", ""target"": ""Pikula"", ""value"":0.0005707696071008399},"
MUD,Slivers,136,7,0.048951049,"{""source"": ""MUD"", ""target"": ""Slivers"", ""value"":0.04895104895104895},","{""source"": ""MUD"", ""target"": ""Slivers"", ""value"":0.002396205193407991},"
MUD,Sneak & Show,140.8461539,4.615384615,0.031729244,"{""source"": ""MUD"", ""target"": ""Sneak & Show"", ""value"":0.03172924378295725},","{""source"": ""MUD"", ""target"": ""Sneak & Show"", ""value"":0.0010067449110383313},"
MUD,Stoneblade,145.2,2.4,0.016260163,"{""source"": ""MUD"", ""target"": ""Stoneblade"", ""value"":0.016260162601626018},","{""source"": ""MUD"", ""target"": ""Stoneblade"", ""value"":0.0002643928878313174},"
MUD,UR Delver,143,3.5,0.023890785,"{""source"": ""MUD"", ""target"": ""UR Delver"", ""value"":0.023890784982935148},","{""source"": ""MUD"", ""target"": ""UR Delver"", ""value"":0.0005707696071008396},"
MUD,Zombie Bombardment,148,1,0.006711409,"{""source"": ""MUD"", ""target"": ""Zombie Bombardment"", ""value"":0.006711409395973154},","{""source"": ""MUD"", ""target"": ""Zombie Bombardment"", ""value"":4.504301608035674e-05},"
Nic Fit,Painter,148,1,0.006711409,"{""source"": ""Nic Fit"", ""target"": ""Painter"", ""value"":0.006711409396198367},","{""source"": ""Nic Fit"", ""target"": ""Painter"", ""value"":4.5043016083379734e-05},"
Nic Fit,Pikula,116.6666667,16.66666667,0.125,"{""source"": ""Nic Fit"", ""target"": ""Pikula"", ""value"":0.124999999990625},","{""source"": ""Nic Fit"", ""target"": ""Pikula"", ""value"":0.01562499999765625},"
Nic Fit,Reanimator,127.5,11.33333333,0.081632653,"{""source"": ""Nic Fit"", ""target"": ""Reanimator"", ""value"":0.08163265306137149},","{""source"": ""Nic Fit"", ""target"": ""Reanimator"", ""value"":0.006663890045838244},"
Nic Fit,Slivers,138.6666667,5.666666667,0.03926097,"{""source"": ""Nic Fit"", ""target"": ""Slivers"", ""value"":0.0392609699806655},","{""source"": ""Nic Fit"", ""target"": ""Slivers"", ""value"":0.0015414237638227176},"
Nic Fit,Sneak & Show,142.4358974,3.820512823,0.02612202,"{""source"": ""Nic Fit"", ""target"": ""Sneak & Show"", ""value"":0.026122019653136902},","{""source"": ""Nic Fit"", ""target"": ""Sneak & Show"", ""value"":0.0006823599107588706},"
Nic Fit,Stoneblade,140.8,4.6,0.031636864,"{""source"": ""Nic Fit"", ""target"": ""Stoneblade"", ""value"":0.031636863825021885},","{""source"": ""Nic Fit"", ""target"": ""Stoneblade"", ""value"":0.0010008911526829783},"
Nic Fit,Storm,136.4444444,6.777777776,0.047323507,"{""source"": ""Nic Fit"", ""target"": ""Storm"", ""value"":0.0473235065839023},","{""source"": ""Nic Fit"", ""target"": ""Storm"", ""value"":0.0022395142753966445},"
Nic Fit,UR Delver,147.4666667,1.266666667,0.00851636,"{""source"": ""Nic Fit"", ""target"": ""UR Delver"", ""value"":0.008516360379059304},","{""source"": ""Nic Fit"", ""target"": ""UR Delver"", ""value"":7.252839410601113e-05},"
Nic Fit,UWx Control,143.9375,3.0625,0.020833333,"{""source"": ""Nic Fit"", ""target"": ""UWx Control"", ""value"":0.02083333333404194},","{""source"": ""Nic Fit"", ""target"": ""UWx Control"", ""value"":0.000434027777807303},"
Nic Fit,Zombie Bombardment,114,18,0.136363636,"{""source"": ""Nic Fit"", ""target"": ""Zombie Bombardment"", ""value"":0.13636363636019277},","{""source"": ""Nic Fit"", ""target"": ""Zombie Bombardment"", ""value"":0.018595041321374888},"
Painter,Pikula,147,1.5,0.01010101,"{""source"": ""Painter"", ""target"": ""Pikula"", ""value"":0.010101010101010102},","{""source"": ""Painter"", ""target"": ""Pikula"", ""value"":0.0001020304050607081},"
Painter,Slivers,140,5,0.034482759,"{""source"": ""Painter"", ""target"": ""Slivers"", ""value"":0.034482758620689655},","{""source"": ""Painter"", ""target"": ""Slivers"", ""value"":0.0011890606420927466},"
Painter,Sneak & Show,115.4615385,17.30769231,0.130359212,"{""source"": ""Painter"", ""target"": ""Sneak & Show"", ""value"":0.1303592120505834},","{""source"": ""Painter"", ""target"": ""Sneak & Show"", ""value"":0.01699352416644897},"
Painter,Stoneblade,126.8,11.6,0.083815029,"{""source"": ""Painter"", ""target"": ""Stoneblade"", ""value"":0.0838150289017341},","{""source"": ""Painter"", ""target"": ""Stoneblade"", ""value"":0.007024959069798523},"
Painter,Storm,135.5555556,7.222222222,0.050583658,"{""source"": ""Painter"", ""target"": ""Storm"", ""value"":0.050583657586976326},","{""source"": ""Painter"", ""target"": ""Storm"", ""value"":0.002558706414876468},"
Painter,UR Delver,130.6,9.7,0.069137562,"{""source"": ""Painter"", ""target"": ""UR Delver"", ""value"":0.06913756236635778},","{""source"": ""Painter"", ""target"": ""UR Delver"", ""value"":0.004780002529962011},"
Painter,UWx Control,122.4375,13.8125,0.101376147,"{""source"": ""Painter"", ""target"": ""UWx Control"", ""value"":0.10137614678899083},","{""source"": ""Painter"", ""target"": ""UWx Control"", ""value"":0.010277123137783017},"
Painter,Zombie Bombardment,148,1,0.006711409,"{""source"": ""Painter"", ""target"": ""Zombie Bombardment"", ""value"":0.006711409395973154},","{""source"": ""Painter"", ""target"": ""Zombie Bombardment"", ""value"":4.504301608035674e-05},"
Pikula,Reanimator,128.8333333,10.66666667,0.07646356,"{""source"": ""Pikula"", ""target"": ""Reanimator"", ""value"":0.07646356033691758},","{""source"": ""Pikula"", ""target"": ""Reanimator"", ""value"":0.005846676059397435},"
Pikula,Slivers,146,2,0.013513514,"{""source"": ""Pikula"", ""target"": ""Slivers"", ""value"":0.013513513513513514},","{""source"": ""Pikula"", ""target"": ""Slivers"", ""value"":0.00018261504747991238},"
Pikula,Sneak & Show,143.2307692,3.423076924,0.023341201,"{""source"": ""Pikula"", ""target"": ""Sneak & Show"", ""value"":0.023341201159898472},","{""source"": ""Pikula"", ""target"": ""Sneak & Show"", ""value"":0.0005448116715868458},"
Pikula,Stoneblade,107.4,21.3,0.165501166,"{""source"": ""Pikula"", ""target"": ""Stoneblade"", ""value"":0.1655011655011655},","{""source"": ""Pikula"", ""target"": ""Stoneblade"", ""value"":0.027390635782244176},"
Pikula,Storm,135,7.499999999,0.052631579,"{""source"": ""Pikula"", ""target"": ""Storm"", ""value"":0.05263157894108956},","{""source"": ""Pikula"", ""target"": ""Storm"", ""value"":0.002770083101832142},"
Pikula,UR Delver,137,6.5,0.045296167,"{""source"": ""Pikula"", ""target"": ""UR Delver"", ""value"":0.04529616724738675},","{""source"": ""Pikula"", ""target"": ""UR Delver"", ""value"":0.002051742767303232},"
Pikula,UWx Control,126.4375,11.8125,0.085443038,"{""source"": ""Pikula"", ""target"": ""UWx Control"", ""value"":0.08544303797468354},","{""source"": ""Pikula"", ""target"": ""UWx Control"", ""value"":0.007300512738343214},"
Pikula,Zombie Bombardment,116,17,0.127819549,"{""source"": ""Pikula"", ""target"": ""Zombie Bombardment"", ""value"":0.12781954887218044},","{""source"": ""Pikula"", ""target"": ""Zombie Bombardment"", ""value"":0.016337837073887727},"
Reanimator,Sneak & Show,130.7564103,9.743589746,0.069349393,"{""source"": ""Reanimator"", ""target"": ""Sneak & Show"", ""value"":0.06934939320947084},","{""source"": ""Reanimator"", ""target"": ""Sneak & Show"", ""value"":0.0048093383385218},"
Reanimator,Stoneblade,143.3,3.433333334,0.023398455,"{""source"": ""Reanimator"", ""target"": ""Stoneblade"", ""value"":0.023398455252211296},","{""source"": ""Reanimator"", ""target"": ""Stoneblade"", ""value"":0.0005474877081897343},"
Reanimator,Storm,119.6111111,15.27777778,0.113261944,"{""source"": ""Reanimator"", ""target"": ""Storm"", ""value"":0.11326194396613412},","{""source"": ""Reanimator"", ""target"": ""Storm"", ""value"":0.012828267950987706},"
Reanimator,UR Delver,140.7666667,4.700000001,0.032309808,"{""source"": ""Reanimator"", ""target"": ""UR Delver"", ""value"":0.032309807523062825},","{""source"": ""Reanimator"", ""target"": ""UR Delver"", ""value"":0.0010439236621773672},"
Reanimator,UWx Control,143.6041667,3.312500001,0.022546795,"{""source"": ""Reanimator"", ""target"": ""UWx Control"", ""value"":0.022546795242303113},","{""source"": ""Reanimator"", ""target"": ""UWx Control"", ""value"":0.0005083579756983423},"
Reanimator,Zombie Bombardment,103.5,23.33333334,0.183968463,"{""source"": ""Reanimator"", ""target"": ""Zombie Bombardment"", ""value"":0.18396846256435195},","{""source"": ""Reanimator"", ""target"": ""Zombie Bombardment"", ""value"":0.033844395218291363},"
Slivers,Sneak & Show,141.1538462,4.461538462,0.030639197,"{""source"": ""Slivers"", ""target"": ""Sneak & Show"", ""value"":0.03063919704435194},","{""source"": ""Slivers"", ""target"": ""Sneak & Show"", ""value"":0.0009387603955226246},"
Slivers,Stoneblade,140.4,4.8,0.033057851,"{""source"": ""Slivers"", ""target"": ""Stoneblade"", ""value"":0.03305785123966944},","{""source"": ""Slivers"", ""target"": ""Stoneblade"", ""value"":0.0010928215285841145},"
Slivers,UR Delver,142,4,0.02739726,"{""source"": ""Slivers"", ""target"": ""UR Delver"", ""value"":0.0273972602739726},","{""source"": ""Slivers"", ""target"": ""UR Delver"", ""value"":0.0007506098705197973},"
Slivers,UWx Control,141.4375,4.3125,0.029588336,"{""source"": ""Slivers"", ""target"": ""UWx Control"", ""value"":0.029588336192109776},","{""source"": ""Slivers"", ""target"": ""UWx Control"", ""value"":0.0008754696386173132},"
Sneak & Show,Stoneblade,97.72307692,26.17692308,0.211274601,"{""source"": ""Sneak & Show"", ""target"": ""Stoneblade"", ""value"":0.21127460111039104},","{""source"": ""Sneak & Show"", ""target"": ""Stoneblade"", ""value"":0.04463695707435485},"
Sneak & Show,Storm,107.8205128,21.12820513,0.163849672,"{""source"": ""Sneak & Show"", ""target"": ""Storm"", ""value"":0.16384967191906488},","{""source"": ""Sneak & Show"", ""target"": ""Storm"", ""value"":0.026846714987985198},"
Sneak & Show,UR Delver,85.21538462,32.43076923,0.275663659,"{""source"": ""Sneak & Show"", ""target"": ""UR Delver"", ""value"":0.27566365894651507},","{""source"": ""Sneak & Show"", ""target"": ""UR Delver"", ""value"":0.07599045286378057},"
Sneak & Show,UWx Control,94.67788462,27.73076923,0.226542555,"{""source"": ""Sneak & Show"", ""target"": ""UWx Control"", ""value"":0.22654255528726308},","{""source"": ""Sneak & Show"", ""target"": ""UWx Control"", ""value"":0.05132152935608265},"
Sneak & Show,Zombie Bombardment,143.9230769,3.076923078,0.02093145,"{""source"": ""Sneak & Show"", ""target"": ""Zombie Bombardment"", ""value"":0.020931449509919292},","{""source"": ""Sneak & Show"", ""target"": ""Zombie Bombardment"", ""value"":0.0004381255785863006},"
Stoneblade,Storm,121.0444444,14.47777778,0.106829548,"{""source"": ""Stoneblade"", ""target"": ""Storm"", ""value"":0.10682954825374931},","{""source"": ""Stoneblade"", ""target"": ""Storm"", ""value"":0.011412552380100152},"
Stoneblade,UR Delver,84,33,0.282051282,"{""source"": ""Stoneblade"", ""target"": ""UR Delver"", ""value"":0.28205128205128205},","{""source"": ""Stoneblade"", ""target"": ""UR Delver"", ""value"":0.07955292570677186},"
Stoneblade,UWx Control,44.7125,52.675,0.540880503,"{""source"": ""Stoneblade"", ""target"": ""UWx Control"", ""value"":0.5408805031446545},","{""source"": ""Stoneblade"", ""target"": ""UWx Control"", ""value"":0.2925517186820146},"
Stoneblade,Zombie Bombardment,140.4,4.8,0.033057851,"{""source"": ""Stoneblade"", ""target"": ""Zombie Bombardment"", ""value"":0.03305785123966945},","{""source"": ""Stoneblade"", ""target"": ""Zombie Bombardment"", ""value"":0.001092821528584115},"
Storm,UR Delver,116.4444444,16.77777778,0.125938282,"{""source"": ""Storm"", ""target"": ""UR Delver"", ""value"":0.12593828190629874},","{""source"": ""Storm"", ""target"": ""UR Delver"", ""value"":0.015860450849510373},"
Storm,UWx Control,117.2291667,16.41666667,0.122837101,"{""source"": ""Storm"", ""target"": ""UWx Control"", ""value"":0.12283710055115415},","{""source"": ""Storm"", ""target"": ""UWx Control"", ""value"":0.015088953271814356},"
Storm,Zombie Bombardment,126.8888889,11.55555555,0.083467095,"{""source"": ""Storm"", ""target"": ""Zombie Bombardment"", ""value"":0.08346709469268462},","{""source"": ""Storm"", ""target"": ""Zombie Bombardment"", ""value"":0.006966755896437582},"
UR Delver,UWx Control,95.9125,27.075,0.220144324,"{""source"": ""UR Delver"", ""target"": ""UWx Control"", ""value"":0.22014432361012293},","{""source"": ""UR Delver"", ""target"": ""UWx Control"", ""value"":0.04846352321775853},"
UR Delver,Zombie Bombardment,140.8,4.6,0.031636864,"{""source"": ""UR Delver"", ""target"": ""Zombie Bombardment"", ""value"":0.031636863823933964},","{""source"": ""UR Delver"", ""target"": ""Zombie Bombardment"", ""value"":0.0010008911526141417},"
UWx Control,Zombie Bombardment,140.8125,4.625,0.031800602,"{""source"": ""UWx Control"", ""target"": ""Zombie Bombardment"", ""value"":0.03180060163300387},","{""source"": ""UWx Control"", ""target"": ""Zombie Bombardment"", ""value"":0.0010112782642210084},"
