0,1,2,3,4,,,,,,,,
Dragon Stompy,Stoneblade,206.55,1,0.004818116,0.361358709,0.001204529,"{""source"": ""Dragon Stompy"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Stoneblade"", ""value"": 0.001204529},"
Painter,Reanimator,216.36,1,0.004600662,0.345049687,0.001150166,"{""source"": ""Painter"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Painter"", ""target"": ""Reanimator"", ""value"": 0.0011501655},"
Reanimator,Slivers,218.86,1,0.004548349,0.341126171,0.001137087,"{""source"": ""Reanimator"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Reanimator"", ""target"": ""Slivers"", ""value"": 0.00113708725},"
Arclight Phoenix,MUD,257.25,1,0.003872217,0.290416263,0.000968054,"{""source"": ""Arclight Phoenix"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""MUD"", ""value"": 0.00096805425},"
Death and taxes,Dredge,261.68,1,0.003806913,0.285518502,0.000951728,"{""source"": ""Death and taxes"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Dredge"", ""value"": 0.00095172825},"
Arclight Phoenix,Eldrazi Aggro,284.21,1,0.003506188,0.262964132,0.000876547,"{""source"": ""Arclight Phoenix"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Eldrazi Aggro"", ""value"": 0.000876547},"
4-c Control,Affinity,153.83,0,0,0,0,"{""source"": ""4-c Control"", ""target"": ""Affinity"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Affinity"", ""value"": 0},"
4-c Control,Bomberman,154.83,0,0,0,0,"{""source"": ""4-c Control"", ""target"": ""Bomberman"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Bomberman"", ""value"": 0},"
4-c Control,Dragon Stompy,167.96,0,0,0,0,"{""source"": ""4-c Control"", ""target"": ""Dragon Stompy"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Dragon Stompy"", ""value"": 0},"
4-c Control,MUD,171.67,0,0,0,0,"{""source"": ""4-c Control"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""MUD"", ""value"": 0},"
Affinity,Canadian Threshold,179.62,0,0,0,0,"{""source"": ""Affinity"", ""target"": ""Canadian Threshold"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Canadian Threshold"", ""value"": 0},"
Affinity,Grixis Delver,172.83,0,0,0,0,"{""source"": ""Affinity"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Grixis Delver"", ""value"": 0},"
Affinity,UR Delver,182.82,0,0,0,0,"{""source"": ""Affinity"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""UR Delver"", ""value"": 0},"
Affinity,Zombie Bombardment,147.5,0,0,0,0,"{""source"": ""Affinity"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Zombie Bombardment"", ""value"": 0},"
Antiquities War,Belcher,148,0,0,0,0,"{""source"": ""Antiquities War"", ""target"": ""Belcher"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Belcher"", ""value"": 0},"
Antiquities War,Humans,148,0,0,0,0,"{""source"": ""Antiquities War"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Humans"", ""value"": 0},"
Antiquities War,Reanimator,220.86,0,0,0,0,"{""source"": ""Antiquities War"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Reanimator"", ""value"": 0},"
Antiquities War,Zombie Bombardment,148.5,0,0,0,0,"{""source"": ""Antiquities War"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Zombie Bombardment"", ""value"": 0},"
Belcher,BUG Midrange,164.83,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""BUG Midrange"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""BUG Midrange"", ""value"": 0},"
Belcher,Burn,176.69,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Burn"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Burn"", ""value"": 0},"
Belcher,Canadian Threshold,178.62,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Canadian Threshold"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Canadian Threshold"", ""value"": 0},"
Belcher,Cloudpost Ramp,197.65,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Cloudpost Ramp"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Cloudpost Ramp"", ""value"": 0},"
Belcher,Death and taxes,222.18,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Death and taxes"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Death and taxes"", ""value"": 0},"
Belcher,Death's Shadow,187.34,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Death's Shadow"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Death's Shadow"", ""value"": 0},"
Belcher,Delver (Other),172.33,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Delver (Other)"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Delver (Other)"", ""value"": 0},"
Belcher,Elves,173.5,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Elves"", ""value"": 0},"
Belcher,Food Chain,157,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Food Chain"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Food Chain"", ""value"": 0},"
Belcher,Humans,146,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Humans"", ""value"": 0},"
Belcher,Infect,178.17,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Infect"", ""value"": 0},"
Belcher,Junk,146.5,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Junk"", ""value"": 0},"
Belcher,Legacy Landstill,146.5,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Legacy Landstill"", ""value"": 0},"
Belcher,Maverick,165.5,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Maverick"", ""value"": 0},"
Belcher,Merfolk,153.33,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Merfolk"", ""value"": 0},"
Belcher,MUD,164.84,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""MUD"", ""value"": 0},"
Belcher,Nic Fit,186.23,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Nic Fit"", ""value"": 0},"
Belcher,Painter,145.5,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Painter"", ""value"": 0},"
Belcher,Slivers,148,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Slivers"", ""value"": 0},"
Belcher,Stoneblade,193.42,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Stoneblade"", ""value"": 0},"
Belcher,Zombie Bombardment,146.5,0,0,0,0,"{""source"": ""Belcher"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Zombie Bombardment"", ""value"": 0},"
Bomberman,BUG Midrange,166.83,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""BUG Midrange"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""BUG Midrange"", ""value"": 0},"
Bomberman,Canadian Threshold,180.62,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""Canadian Threshold"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Canadian Threshold"", ""value"": 0},"
Bomberman,Death's Shadow,189.34,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""Death's Shadow"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Death's Shadow"", ""value"": 0},"
Bomberman,Delver (Other),174.33,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""Delver (Other)"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Delver (Other)"", ""value"": 0},"
Bomberman,Grixis Delver,173.83,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Grixis Delver"", ""value"": 0},"
Bomberman,UR Delver,183.82,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""UR Delver"", ""value"": 0},"
Bomberman,Zombie Bombardment,148.5,0,0,0,0,"{""source"": ""Bomberman"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Zombie Bombardment"", ""value"": 0},"
BUG Midrange,Dragon Stompy,179.96,0,0,0,0,"{""source"": ""BUG Midrange"", ""target"": ""Dragon Stompy"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Dragon Stompy"", ""value"": 0},"
Cloudpost Ramp,Doomsday,199.65,0,0,0,0,"{""source"": ""Cloudpost Ramp"", ""target"": ""Doomsday"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Doomsday"", ""value"": 0},"
Cloudpost Ramp,Dredge,239.15,0,0,0,0,"{""source"": ""Cloudpost Ramp"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Dredge"", ""value"": 0},"
Death's Shadow,Dragon Stompy,202.47,0,0,0,0,"{""source"": ""Death's Shadow"", ""target"": ""Dragon Stompy"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Dragon Stompy"", ""value"": 0},"
Delver (Other),Dragon Stompy,187.46,0,0,0,0,"{""source"": ""Delver (Other)"", ""target"": ""Dragon Stompy"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Dragon Stompy"", ""value"": 0},"
Doomsday,Eldrazi Aggro,193.8,0,0,0,0,"{""source"": ""Doomsday"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Eldrazi Aggro"", ""value"": 0},"
Doomsday,Humans,148,0,0,0,0,"{""source"": ""Doomsday"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Humans"", ""value"": 0},"
Doomsday,Maverick,167.5,0,0,0,0,"{""source"": ""Doomsday"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Maverick"", ""value"": 0},"
Doomsday,MUD,166.84,0,0,0,0,"{""source"": ""Doomsday"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""MUD"", ""value"": 0},"
Doomsday,Slivers,150,0,0,0,0,"{""source"": ""Doomsday"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Slivers"", ""value"": 0},"
Dragon Stompy,Infect,193.3,0,0,0,0,"{""source"": ""Dragon Stompy"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Infect"", ""value"": 0},"
Dragon Stompy,Junk,161.63,0,0,0,0,"{""source"": ""Dragon Stompy"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Junk"", ""value"": 0},"
Dragon Stompy,Legacy Landstill,161.63,0,0,0,0,"{""source"": ""Dragon Stompy"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Legacy Landstill"", ""value"": 0},"
Dragon Stompy,Maverick,180.63,0,0,0,0,"{""source"": ""Dragon Stompy"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Maverick"", ""value"": 0},"
Dragon Stompy,UWx Control,213.84,0,0,0,0,"{""source"": ""Dragon Stompy"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""UWx Control"", ""value"": 0},"
Dredge,Junk,188,0,0,0,0,"{""source"": ""Dredge"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Junk"", ""value"": 0},"
Dredge,Lands,216.28,0,0,0,0,"{""source"": ""Dredge"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Lands"", ""value"": 0},"
Dredge,Maverick,207,0,0,0,0,"{""source"": ""Dredge"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Maverick"", ""value"": 0},"
Eldrazi Aggro,Storm,226.17,0,0,0,0,"{""source"": ""Eldrazi Aggro"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Storm"", ""value"": 0},"
Elves,Painter,173,0,0,0,0,"{""source"": ""Elves"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Painter"", ""value"": 0},"
Legacy Landstill,MUD,165.34,0,0,0,0,"{""source"": ""Legacy Landstill"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""MUD"", ""value"": 0},"
LOAM,Painter,172.5,0,0,0,0,"{""source"": ""LOAM"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""LOAM"", ""target"": ""Painter"", ""value"": 0},"
MUD,Reanimator,237.7,0,0,0,0,"{""source"": ""MUD"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""MUD"", ""target"": ""Reanimator"", ""value"": 0},"
MUD,Storm,199.21,0,0,0,0,"{""source"": ""MUD"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""MUD"", ""target"": ""Storm"", ""value"": 0},"
Slivers,Storm,182.37,0,0,0,0,"{""source"": ""Slivers"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Slivers"", ""target"": ""Storm"", ""value"": 0},"
Slivers,Zombie Bombardment,148.5,0,0,0,0,"{""source"": ""Slivers"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Slivers"", ""target"": ""Zombie Bombardment"", ""value"": 0},"
